country;;AT (total heat demand MW)
2017-04-13T13:00:00Z;2017-04-13T15:00:00;4885
2017-04-13T14:00:00Z;2017-04-13T16:00:00;5072
2017-04-13T15:00:00Z;2017-04-13T17:00:00;5354
2017-04-13T16:00:00Z;2017-04-13T18:00:00;5609
2017-04-13T17:00:00Z;2017-04-13T19:00:00;5861
2017-04-13T18:00:00Z;2017-04-13T20:00:00;5752
2017-04-13T19:00:00Z;2017-04-13T21:00:00;5271
2017-04-13T20:00:00Z;2017-04-13T22:00:00;3992
2017-04-13T21:00:00Z;2017-04-13T23:00:00;2831
2017-04-13T22:00:00Z;2017-04-14T00:00:00;2594
2017-04-13T23:00:00Z;2017-04-14T01:00:00;2742
2017-04-14T00:00:00Z;2017-04-14T02:00:00;2845
2017-04-14T01:00:00Z;2017-04-14T03:00:00;3205
2017-04-14T02:00:00Z;2017-04-14T04:00:00;4213
2017-04-14T03:00:00Z;2017-04-14T05:00:00;6278
2017-04-14T04:00:00Z;2017-04-14T06:00:00;7725
2017-04-14T05:00:00Z;2017-04-14T07:00:00;7548
2017-04-14T06:00:00Z;2017-04-14T08:00:00;6925
2017-04-14T07:00:00Z;2017-04-14T09:00:00;6410
2017-04-14T08:00:00Z;2017-04-14T10:00:00;5911
2017-04-14T09:00:00Z;2017-04-14T11:00:00;5519
2017-04-14T10:00:00Z;2017-04-14T12:00:00;5289
2017-04-14T11:00:00Z;2017-04-14T13:00:00;5153
2017-04-14T12:00:00Z;2017-04-14T14:00:00;5080
2017-04-14T13:00:00Z;2017-04-14T15:00:00;5164
2017-04-14T14:00:00Z;2017-04-14T16:00:00;5377
2017-04-14T15:00:00Z;2017-04-14T17:00:00;5647
2017-04-14T16:00:00Z;2017-04-14T18:00:00;5890
2017-04-14T17:00:00Z;2017-04-14T19:00:00;6156
2017-04-14T18:00:00Z;2017-04-14T20:00:00;6039
2017-04-14T19:00:00Z;2017-04-14T21:00:00;5537
2017-04-14T20:00:00Z;2017-04-14T22:00:00;4180
2017-04-14T21:00:00Z;2017-04-14T23:00:00;2961
2017-04-14T22:00:00Z;2017-04-15T00:00:00;2024
2017-04-14T23:00:00Z;2017-04-15T01:00:00;2137
2017-04-15T00:00:00Z;2017-04-15T02:00:00;2218
2017-04-15T01:00:00Z;2017-04-15T03:00:00;2513
2017-04-15T02:00:00Z;2017-04-15T04:00:00;3337
2017-04-15T03:00:00Z;2017-04-15T05:00:00;5014
2017-04-15T04:00:00Z;2017-04-15T06:00:00;6199
2017-04-15T05:00:00Z;2017-04-15T07:00:00;6049
2017-04-15T06:00:00Z;2017-04-15T08:00:00;5534
2017-04-15T07:00:00Z;2017-04-15T09:00:00;5111
2017-04-15T08:00:00Z;2017-04-15T10:00:00;4700
2017-04-15T09:00:00Z;2017-04-15T11:00:00;4381
2017-04-15T10:00:00Z;2017-04-15T12:00:00;4195
2017-04-15T11:00:00Z;2017-04-15T13:00:00;4082
2017-04-15T12:00:00Z;2017-04-15T14:00:00;4019
2017-04-15T13:00:00Z;2017-04-15T15:00:00;4082
2017-04-15T14:00:00Z;2017-04-15T16:00:00;4256
2017-04-15T15:00:00Z;2017-04-15T17:00:00;4477
2017-04-15T16:00:00Z;2017-04-15T18:00:00;4685
2017-04-15T17:00:00Z;2017-04-15T19:00:00;4916
2017-04-15T18:00:00Z;2017-04-15T20:00:00;4827
2017-04-15T19:00:00Z;2017-04-15T21:00:00;4432
2017-04-15T20:00:00Z;2017-04-15T22:00:00;3331
2017-04-15T21:00:00Z;2017-04-15T23:00:00;2328
2017-04-15T22:00:00Z;2017-04-16T00:00:00;1603
2017-04-15T23:00:00Z;2017-04-16T01:00:00;1706
2017-04-16T00:00:00Z;2017-04-16T02:00:00;1755
2017-04-16T01:00:00Z;2017-04-16T03:00:00;2017
2017-04-16T02:00:00Z;2017-04-16T04:00:00;2762
2017-04-16T03:00:00Z;2017-04-16T05:00:00;4288
2017-04-16T04:00:00Z;2017-04-16T06:00:00;5312
2017-04-16T05:00:00Z;2017-04-16T07:00:00;5154
2017-04-16T06:00:00Z;2017-04-16T08:00:00;4618
2017-04-16T07:00:00Z;2017-04-16T09:00:00;4313
2017-04-16T08:00:00Z;2017-04-16T10:00:00;3940
2017-04-16T09:00:00Z;2017-04-16T11:00:00;3676
2017-04-16T10:00:00Z;2017-04-16T12:00:00;3524
2017-04-16T11:00:00Z;2017-04-16T13:00:00;3360
2017-04-16T12:00:00Z;2017-04-16T14:00:00;3293
2017-04-16T13:00:00Z;2017-04-16T15:00:00;3287
2017-04-16T14:00:00Z;2017-04-16T16:00:00;3436
2017-04-16T15:00:00Z;2017-04-16T17:00:00;3619
2017-04-16T16:00:00Z;2017-04-16T18:00:00;3790
2017-04-16T17:00:00Z;2017-04-16T19:00:00;4007
2017-04-16T18:00:00Z;2017-04-16T20:00:00;3979
2017-04-16T19:00:00Z;2017-04-16T21:00:00;3643
2017-04-16T20:00:00Z;2017-04-16T22:00:00;2763
2017-04-16T21:00:00Z;2017-04-16T23:00:00;1899
2017-04-16T22:00:00Z;2017-04-17T00:00:00;2050
2017-04-16T23:00:00Z;2017-04-17T01:00:00;2180
2017-04-17T00:00:00Z;2017-04-17T02:00:00;2225
2017-04-17T01:00:00Z;2017-04-17T03:00:00;2513
2017-04-17T02:00:00Z;2017-04-17T04:00:00;3346
2017-04-17T03:00:00Z;2017-04-17T05:00:00;5060
2017-04-17T04:00:00Z;2017-04-17T06:00:00;6337
2017-04-17T05:00:00Z;2017-04-17T07:00:00;6193
2017-04-17T06:00:00Z;2017-04-17T08:00:00;5654
2017-04-17T07:00:00Z;2017-04-17T09:00:00;5236
2017-04-17T08:00:00Z;2017-04-17T10:00:00;4824
2017-04-17T09:00:00Z;2017-04-17T11:00:00;4486
2017-04-17T10:00:00Z;2017-04-17T12:00:00;4337
2017-04-17T11:00:00Z;2017-04-17T13:00:00;4170
2017-04-17T12:00:00Z;2017-04-17T14:00:00;4104
2017-04-17T13:00:00Z;2017-04-17T15:00:00;4149
2017-04-17T14:00:00Z;2017-04-17T16:00:00;4326
2017-04-17T15:00:00Z;2017-04-17T17:00:00;4547
2017-04-17T16:00:00Z;2017-04-17T18:00:00;4764
2017-04-17T17:00:00Z;2017-04-17T19:00:00;5007
2017-04-17T18:00:00Z;2017-04-17T20:00:00;4913
2017-04-17T19:00:00Z;2017-04-17T21:00:00;4514
2017-04-17T20:00:00Z;2017-04-17T22:00:00;3410
2017-04-17T21:00:00Z;2017-04-17T23:00:00;2381
2017-04-17T22:00:00Z;2017-04-18T00:00:00;3434
2017-04-17T23:00:00Z;2017-04-18T01:00:00;3554
2017-04-18T00:00:00Z;2017-04-18T02:00:00;3650
2017-04-18T01:00:00Z;2017-04-18T03:00:00;4074
2017-04-18T02:00:00Z;2017-04-18T04:00:00;5209
2017-04-18T03:00:00Z;2017-04-18T05:00:00;7514
2017-04-18T04:00:00Z;2017-04-18T06:00:00;9063
2017-04-18T05:00:00Z;2017-04-18T07:00:00;8768
2017-04-18T06:00:00Z;2017-04-18T08:00:00;8208
2017-04-18T07:00:00Z;2017-04-18T09:00:00;7635
2017-04-18T08:00:00Z;2017-04-18T10:00:00;7119
2017-04-18T09:00:00Z;2017-04-18T11:00:00;6796
2017-04-18T10:00:00Z;2017-04-18T12:00:00;6565
2017-04-18T11:00:00Z;2017-04-18T13:00:00;6277
2017-04-18T12:00:00Z;2017-04-18T14:00:00;6242
2017-04-18T13:00:00Z;2017-04-18T15:00:00;6408
2017-04-18T14:00:00Z;2017-04-18T16:00:00;6723
2017-04-18T15:00:00Z;2017-04-18T17:00:00;7111
2017-04-18T16:00:00Z;2017-04-18T18:00:00;7386
2017-04-18T17:00:00Z;2017-04-18T19:00:00;7500
2017-04-18T18:00:00Z;2017-04-18T20:00:00;7335
2017-04-18T19:00:00Z;2017-04-18T21:00:00;6690
2017-04-18T20:00:00Z;2017-04-18T22:00:00;5168
2017-04-18T21:00:00Z;2017-04-18T23:00:00;3867
2017-04-18T22:00:00Z;2017-04-19T00:00:00;4309
2017-04-18T23:00:00Z;2017-04-19T01:00:00;4685
2017-04-19T00:00:00Z;2017-04-19T02:00:00;4574
2017-04-19T01:00:00Z;2017-04-19T03:00:00;5127
2017-04-19T02:00:00Z;2017-04-19T04:00:00;6469
2017-04-19T03:00:00Z;2017-04-19T05:00:00;9088
2017-04-19T04:00:00Z;2017-04-19T06:00:00;10066
2017-04-19T05:00:00Z;2017-04-19T07:00:00;9525
2017-04-19T06:00:00Z;2017-04-19T08:00:00;9000
2017-04-19T07:00:00Z;2017-04-19T09:00:00;8516
2017-04-19T08:00:00Z;2017-04-19T10:00:00;8015
2017-04-19T09:00:00Z;2017-04-19T11:00:00;7743
2017-04-19T10:00:00Z;2017-04-19T12:00:00;7536
2017-04-19T11:00:00Z;2017-04-19T13:00:00;7409
2017-04-19T12:00:00Z;2017-04-19T14:00:00;7571
2017-04-19T13:00:00Z;2017-04-19T15:00:00;7713
2017-04-19T14:00:00Z;2017-04-19T16:00:00;8146
2017-04-19T15:00:00Z;2017-04-19T17:00:00;8607
2017-04-19T16:00:00Z;2017-04-19T18:00:00;8780
2017-04-19T17:00:00Z;2017-04-19T19:00:00;8825
2017-04-19T18:00:00Z;2017-04-19T20:00:00;8677
2017-04-19T19:00:00Z;2017-04-19T21:00:00;7826
2017-04-19T20:00:00Z;2017-04-19T22:00:00;6170
2017-04-19T21:00:00Z;2017-04-19T23:00:00;4811
2017-04-19T22:00:00Z;2017-04-20T00:00:00;3910
2017-04-19T23:00:00Z;2017-04-20T01:00:00;4161
2017-04-20T00:00:00Z;2017-04-20T02:00:00;4253
2017-04-20T01:00:00Z;2017-04-20T03:00:00;4743
2017-04-20T02:00:00Z;2017-04-20T04:00:00;5877
2017-04-20T03:00:00Z;2017-04-20T05:00:00;8114
2017-04-20T04:00:00Z;2017-04-20T06:00:00;9697
2017-04-20T05:00:00Z;2017-04-20T07:00:00;9416
2017-04-20T06:00:00Z;2017-04-20T08:00:00;8953
2017-04-20T07:00:00Z;2017-04-20T09:00:00;8393
2017-04-20T08:00:00Z;2017-04-20T10:00:00;7896
2017-04-20T09:00:00Z;2017-04-20T11:00:00;7472
2017-04-20T10:00:00Z;2017-04-20T12:00:00;7302
2017-04-20T11:00:00Z;2017-04-20T13:00:00;7175
2017-04-20T12:00:00Z;2017-04-20T14:00:00;7223
2017-04-20T13:00:00Z;2017-04-20T15:00:00;7386
2017-04-20T14:00:00Z;2017-04-20T16:00:00;7748
2017-04-20T15:00:00Z;2017-04-20T17:00:00;8095
2017-04-20T16:00:00Z;2017-04-20T18:00:00;8307
2017-04-20T17:00:00Z;2017-04-20T19:00:00;8359
2017-04-20T18:00:00Z;2017-04-20T20:00:00;8111
2017-04-20T19:00:00Z;2017-04-20T21:00:00;7310
2017-04-20T20:00:00Z;2017-04-20T22:00:00;5622
2017-04-20T21:00:00Z;2017-04-20T23:00:00;4357
2017-04-20T22:00:00Z;2017-04-21T00:00:00;2990
2017-04-20T23:00:00Z;2017-04-21T01:00:00;3162
2017-04-21T00:00:00Z;2017-04-21T02:00:00;3266
2017-04-21T01:00:00Z;2017-04-21T03:00:00;3663
2017-04-21T02:00:00Z;2017-04-21T04:00:00;4729
2017-04-21T03:00:00Z;2017-04-21T05:00:00;6901
2017-04-21T04:00:00Z;2017-04-21T06:00:00;8428
2017-04-21T05:00:00Z;2017-04-21T07:00:00;8225
2017-04-21T06:00:00Z;2017-04-21T08:00:00;7635
2017-04-21T07:00:00Z;2017-04-21T09:00:00;7083
2017-04-21T08:00:00Z;2017-04-21T10:00:00;6564
2017-04-21T09:00:00Z;2017-04-21T11:00:00;6160
2017-04-21T10:00:00Z;2017-04-21T12:00:00;5930
2017-04-21T11:00:00Z;2017-04-21T13:00:00;5798
2017-04-21T12:00:00Z;2017-04-21T14:00:00;5753
2017-04-21T13:00:00Z;2017-04-21T15:00:00;5855
2017-04-21T14:00:00Z;2017-04-21T16:00:00;6099
2017-04-21T15:00:00Z;2017-04-21T17:00:00;6393
2017-04-21T16:00:00Z;2017-04-21T18:00:00;6616
2017-04-21T17:00:00Z;2017-04-21T19:00:00;6843
2017-04-21T18:00:00Z;2017-04-21T20:00:00;6697
2017-04-21T19:00:00Z;2017-04-21T21:00:00;6109
2017-04-21T20:00:00Z;2017-04-21T22:00:00;4634
2017-04-21T21:00:00Z;2017-04-21T23:00:00;3375
2017-04-21T22:00:00Z;2017-04-22T00:00:00;2389
2017-04-21T23:00:00Z;2017-04-22T01:00:00;2523
2017-04-22T00:00:00Z;2017-04-22T02:00:00;2618
2017-04-22T01:00:00Z;2017-04-22T03:00:00;2953
2017-04-22T02:00:00Z;2017-04-22T04:00:00;3890
2017-04-22T03:00:00Z;2017-04-22T05:00:00;5827
2017-04-22T04:00:00Z;2017-04-22T06:00:00;7185
2017-04-22T05:00:00Z;2017-04-22T07:00:00;7015
2017-04-22T06:00:00Z;2017-04-22T08:00:00;6425
2017-04-22T07:00:00Z;2017-04-22T09:00:00;5948
2017-04-22T08:00:00Z;2017-04-22T10:00:00;5483
2017-04-22T09:00:00Z;2017-04-22T11:00:00;5114
2017-04-22T10:00:00Z;2017-04-22T12:00:00;4900
2017-04-22T11:00:00Z;2017-04-22T13:00:00;4770
2017-04-22T12:00:00Z;2017-04-22T14:00:00;4698
2017-04-22T13:00:00Z;2017-04-22T15:00:00;4771
2017-04-22T14:00:00Z;2017-04-22T16:00:00;4969
2017-04-22T15:00:00Z;2017-04-22T17:00:00;5218
2017-04-22T16:00:00Z;2017-04-22T18:00:00;5450
2017-04-22T17:00:00Z;2017-04-22T19:00:00;5708
2017-04-22T18:00:00Z;2017-04-22T20:00:00;5601
2017-04-22T19:00:00Z;2017-04-22T21:00:00;5142
2017-04-22T20:00:00Z;2017-04-22T22:00:00;3880
2017-04-22T21:00:00Z;2017-04-22T23:00:00;2732
2017-04-22T22:00:00Z;2017-04-23T00:00:00;2761
2017-04-22T23:00:00Z;2017-04-23T01:00:00;2920
2017-04-23T00:00:00Z;2017-04-23T02:00:00;3013
2017-04-23T01:00:00Z;2017-04-23T03:00:00;3382
2017-04-23T02:00:00Z;2017-04-23T04:00:00;4365
2017-04-23T03:00:00Z;2017-04-23T05:00:00;6364
2017-04-23T04:00:00Z;2017-04-23T06:00:00;7774
2017-04-23T05:00:00Z;2017-04-23T07:00:00;7581
2017-04-23T06:00:00Z;2017-04-23T08:00:00;7046
2017-04-23T07:00:00Z;2017-04-23T09:00:00;6537
2017-04-23T08:00:00Z;2017-04-23T10:00:00;6059
2017-04-23T09:00:00Z;2017-04-23T11:00:00;5688
2017-04-23T10:00:00Z;2017-04-23T12:00:00;5478
2017-04-23T11:00:00Z;2017-04-23T13:00:00;5359
2017-04-23T12:00:00Z;2017-04-23T14:00:00;5321
2017-04-23T13:00:00Z;2017-04-23T15:00:00;5416
2017-04-23T14:00:00Z;2017-04-23T16:00:00;5645
2017-04-23T15:00:00Z;2017-04-23T17:00:00;5918
2017-04-23T16:00:00Z;2017-04-23T18:00:00;6120
2017-04-23T17:00:00Z;2017-04-23T19:00:00;6324
2017-04-23T18:00:00Z;2017-04-23T20:00:00;6189
2017-04-23T19:00:00Z;2017-04-23T21:00:00;5644
2017-04-23T20:00:00Z;2017-04-23T22:00:00;4277
2017-04-23T21:00:00Z;2017-04-23T23:00:00;3118
2017-04-23T22:00:00Z;2017-04-24T00:00:00;2745
2017-04-23T23:00:00Z;2017-04-24T01:00:00;2915
2017-04-24T00:00:00Z;2017-04-24T02:00:00;2978
2017-04-24T01:00:00Z;2017-04-24T03:00:00;3327
2017-04-24T02:00:00Z;2017-04-24T04:00:00;4293
2017-04-24T03:00:00Z;2017-04-24T05:00:00;6266
2017-04-24T04:00:00Z;2017-04-24T06:00:00;7770
2017-04-24T05:00:00Z;2017-04-24T07:00:00;7587
2017-04-24T06:00:00Z;2017-04-24T08:00:00;7058
2017-04-24T07:00:00Z;2017-04-24T09:00:00;6545
2017-04-24T08:00:00Z;2017-04-24T10:00:00;6081
2017-04-24T09:00:00Z;2017-04-24T11:00:00;5701
2017-04-24T10:00:00Z;2017-04-24T12:00:00;5524
2017-04-24T11:00:00Z;2017-04-24T13:00:00;5366
2017-04-24T12:00:00Z;2017-04-24T14:00:00;5336
2017-04-24T13:00:00Z;2017-04-24T15:00:00;5423
2017-04-24T14:00:00Z;2017-04-24T16:00:00;5650
2017-04-24T15:00:00Z;2017-04-24T17:00:00;5919
2017-04-24T16:00:00Z;2017-04-24T18:00:00;6138
2017-04-24T17:00:00Z;2017-04-24T19:00:00;6342
2017-04-24T18:00:00Z;2017-04-24T20:00:00;6193
2017-04-24T19:00:00Z;2017-04-24T21:00:00;5654
2017-04-24T20:00:00Z;2017-04-24T22:00:00;4292
2017-04-24T21:00:00Z;2017-04-24T23:00:00;3128
2017-04-24T22:00:00Z;2017-04-25T00:00:00;2261
2017-04-24T23:00:00Z;2017-04-25T01:00:00;2303
2017-04-25T00:00:00Z;2017-04-25T02:00:00;2392
2017-04-25T01:00:00Z;2017-04-25T03:00:00;2673
2017-04-25T02:00:00Z;2017-04-25T04:00:00;3556
2017-04-25T03:00:00Z;2017-04-25T05:00:00;5357
2017-04-25T04:00:00Z;2017-04-25T06:00:00;6532
2017-04-25T05:00:00Z;2017-04-25T07:00:00;6366
2017-04-25T06:00:00Z;2017-04-25T08:00:00;5849
2017-04-25T07:00:00Z;2017-04-25T09:00:00;5413
2017-04-25T08:00:00Z;2017-04-25T10:00:00;5014
2017-04-25T09:00:00Z;2017-04-25T11:00:00;4731
2017-04-25T10:00:00Z;2017-04-25T12:00:00;4544
2017-04-25T11:00:00Z;2017-04-25T13:00:00;4304
2017-04-25T12:00:00Z;2017-04-25T14:00:00;4237
2017-04-25T13:00:00Z;2017-04-25T15:00:00;4315
2017-04-25T14:00:00Z;2017-04-25T16:00:00;4508
2017-04-25T15:00:00Z;2017-04-25T17:00:00;4788
2017-04-25T16:00:00Z;2017-04-25T18:00:00;5048
2017-04-25T17:00:00Z;2017-04-25T19:00:00;5243
2017-04-25T18:00:00Z;2017-04-25T20:00:00;5144
2017-04-25T19:00:00Z;2017-04-25T21:00:00;4744
2017-04-25T20:00:00Z;2017-04-25T22:00:00;3618
2017-04-25T21:00:00Z;2017-04-25T23:00:00;2590
2017-04-25T22:00:00Z;2017-04-26T00:00:00;1841
2017-04-25T23:00:00Z;2017-04-26T01:00:00;1981
2017-04-26T00:00:00Z;2017-04-26T02:00:00;2015
2017-04-26T01:00:00Z;2017-04-26T03:00:00;2355
2017-04-26T02:00:00Z;2017-04-26T04:00:00;3296
2017-04-26T03:00:00Z;2017-04-26T05:00:00;5048
2017-04-26T04:00:00Z;2017-04-26T06:00:00;5584
2017-04-26T05:00:00Z;2017-04-26T07:00:00;5414
2017-04-26T06:00:00Z;2017-04-26T08:00:00;4811
2017-04-26T07:00:00Z;2017-04-26T09:00:00;4483
2017-04-26T08:00:00Z;2017-04-26T10:00:00;4151
2017-04-26T09:00:00Z;2017-04-26T11:00:00;3923
2017-04-26T10:00:00Z;2017-04-26T12:00:00;3768
2017-04-26T11:00:00Z;2017-04-26T13:00:00;3609
2017-04-26T12:00:00Z;2017-04-26T14:00:00;3601
2017-04-26T13:00:00Z;2017-04-26T15:00:00;3620
2017-04-26T14:00:00Z;2017-04-26T16:00:00;3814
2017-04-26T15:00:00Z;2017-04-26T17:00:00;4046
2017-04-26T16:00:00Z;2017-04-26T18:00:00;4252
2017-04-26T17:00:00Z;2017-04-26T19:00:00;4465
2017-04-26T18:00:00Z;2017-04-26T20:00:00;4455
2017-04-26T19:00:00Z;2017-04-26T21:00:00;4085
2017-04-26T20:00:00Z;2017-04-26T22:00:00;3132
2017-04-26T21:00:00Z;2017-04-26T23:00:00;2197
2017-04-26T22:00:00Z;2017-04-27T00:00:00;1547
2017-04-26T23:00:00Z;2017-04-27T01:00:00;1646
2017-04-27T00:00:00Z;2017-04-27T02:00:00;1690
2017-04-27T01:00:00Z;2017-04-27T03:00:00;1951
2017-04-27T02:00:00Z;2017-04-27T04:00:00;2666
2017-04-27T03:00:00Z;2017-04-27T05:00:00;4154
2017-04-27T04:00:00Z;2017-04-27T06:00:00;5133
2017-04-27T05:00:00Z;2017-04-27T07:00:00;4977
2017-04-27T06:00:00Z;2017-04-27T08:00:00;4409
2017-04-27T07:00:00Z;2017-04-27T09:00:00;4139
2017-04-27T08:00:00Z;2017-04-27T10:00:00;3784
2017-04-27T09:00:00Z;2017-04-27T11:00:00;3527
2017-04-27T10:00:00Z;2017-04-27T12:00:00;3380
2017-04-27T11:00:00Z;2017-04-27T13:00:00;3215
2017-04-27T12:00:00Z;2017-04-27T14:00:00;3158
2017-04-27T13:00:00Z;2017-04-27T15:00:00;3154
2017-04-27T14:00:00Z;2017-04-27T16:00:00;3289
2017-04-27T15:00:00Z;2017-04-27T17:00:00;3481
2017-04-27T16:00:00Z;2017-04-27T18:00:00;3663
2017-04-27T17:00:00Z;2017-04-27T19:00:00;3881
2017-04-27T18:00:00Z;2017-04-27T20:00:00;3862
2017-04-27T19:00:00Z;2017-04-27T21:00:00;3537
2017-04-27T20:00:00Z;2017-04-27T22:00:00;2693
2017-04-27T21:00:00Z;2017-04-27T23:00:00;1849
2017-04-27T22:00:00Z;2017-04-28T00:00:00;2297
2017-04-27T23:00:00Z;2017-04-28T01:00:00;2426
2017-04-28T00:00:00Z;2017-04-28T02:00:00;2513
2017-04-28T01:00:00Z;2017-04-28T03:00:00;2833
2017-04-28T02:00:00Z;2017-04-28T04:00:00;3721
2017-04-28T03:00:00Z;2017-04-28T05:00:00;5545
2017-04-28T04:00:00Z;2017-04-28T06:00:00;6823
2017-04-28T05:00:00Z;2017-04-28T07:00:00;6657
2017-04-28T06:00:00Z;2017-04-28T08:00:00;6114
2017-04-28T07:00:00Z;2017-04-28T09:00:00;5668
2017-04-28T08:00:00Z;2017-04-28T10:00:00;5227
2017-04-28T09:00:00Z;2017-04-28T11:00:00;4886
2017-04-28T10:00:00Z;2017-04-28T12:00:00;4687
2017-04-28T11:00:00Z;2017-04-28T13:00:00;4564
2017-04-28T12:00:00Z;2017-04-28T14:00:00;4503
2017-04-28T13:00:00Z;2017-04-28T15:00:00;4572
2017-04-28T14:00:00Z;2017-04-28T16:00:00;4766
2017-04-28T15:00:00Z;2017-04-28T17:00:00;5003
2017-04-28T16:00:00Z;2017-04-28T18:00:00;5211
2017-04-28T17:00:00Z;2017-04-28T19:00:00;5439
2017-04-28T18:00:00Z;2017-04-28T20:00:00;5338
2017-04-28T19:00:00Z;2017-04-28T21:00:00;4890
2017-04-28T20:00:00Z;2017-04-28T22:00:00;3695
2017-04-28T21:00:00Z;2017-04-28T23:00:00;2624
2017-04-28T22:00:00Z;2017-04-29T00:00:00;2900
2017-04-28T23:00:00Z;2017-04-29T01:00:00;3068
2017-04-29T00:00:00Z;2017-04-29T02:00:00;3169
2017-04-29T01:00:00Z;2017-04-29T03:00:00;3561
2017-04-29T02:00:00Z;2017-04-29T04:00:00;4607
2017-04-29T03:00:00Z;2017-04-29T05:00:00;6742
2017-04-29T04:00:00Z;2017-04-29T06:00:00;8242
2017-04-29T05:00:00Z;2017-04-29T07:00:00;8041
2017-04-29T06:00:00Z;2017-04-29T08:00:00;7456
2017-04-29T07:00:00Z;2017-04-29T09:00:00;6912
2017-04-29T08:00:00Z;2017-04-29T10:00:00;6403
2017-04-29T09:00:00Z;2017-04-29T11:00:00;6004
2017-04-29T10:00:00Z;2017-04-29T12:00:00;5781
2017-04-29T11:00:00Z;2017-04-29T13:00:00;5649
2017-04-29T12:00:00Z;2017-04-29T14:00:00;5605
2017-04-29T13:00:00Z;2017-04-29T15:00:00;5703
2017-04-29T14:00:00Z;2017-04-29T16:00:00;5942
2017-04-29T15:00:00Z;2017-04-29T17:00:00;6231
2017-04-29T16:00:00Z;2017-04-29T18:00:00;6454
2017-04-29T17:00:00Z;2017-04-29T19:00:00;6683
2017-04-29T18:00:00Z;2017-04-29T20:00:00;6541
2017-04-29T19:00:00Z;2017-04-29T21:00:00;5970
2017-04-29T20:00:00Z;2017-04-29T22:00:00;4521
2017-04-29T21:00:00Z;2017-04-29T23:00:00;3281
2017-04-29T22:00:00Z;2017-04-30T00:00:00;3385
2017-04-29T23:00:00Z;2017-04-30T01:00:00;3587
2017-04-30T00:00:00Z;2017-04-30T02:00:00;3686
2017-04-30T01:00:00Z;2017-04-30T03:00:00;4124
2017-04-30T02:00:00Z;2017-04-30T04:00:00;5237
2017-04-30T03:00:00Z;2017-04-30T05:00:00;7467
2017-04-30T04:00:00Z;2017-04-30T06:00:00;9044
2017-04-30T05:00:00Z;2017-04-30T07:00:00;8812
2017-04-30T06:00:00Z;2017-04-30T08:00:00;8292
2017-04-30T07:00:00Z;2017-04-30T09:00:00;7701
2017-04-30T08:00:00Z;2017-04-30T10:00:00;7172
2017-04-30T09:00:00Z;2017-04-30T11:00:00;6767
2017-04-30T10:00:00Z;2017-04-30T12:00:00;6548
2017-04-30T11:00:00Z;2017-04-30T13:00:00;6429
2017-04-30T12:00:00Z;2017-04-30T14:00:00;6426
2017-04-30T13:00:00Z;2017-04-30T15:00:00;6552
2017-04-30T14:00:00Z;2017-04-30T16:00:00;6831
2017-04-30T15:00:00Z;2017-04-30T17:00:00;7154
2017-04-30T16:00:00Z;2017-04-30T18:00:00;7342
2017-04-30T17:00:00Z;2017-04-30T19:00:00;7506
2017-04-30T18:00:00Z;2017-04-30T20:00:00;7328
2017-04-30T19:00:00Z;2017-04-30T21:00:00;6644
2017-04-30T20:00:00Z;2017-04-30T22:00:00;5054
2017-04-30T21:00:00Z;2017-04-30T23:00:00;3787
2017-04-30T22:00:00Z;2017-05-01T00:00:00;3322
2017-04-30T23:00:00Z;2017-05-01T01:00:00;3531
2017-05-01T00:00:00Z;2017-05-01T02:00:00;3604
2017-05-01T01:00:00Z;2017-05-01T03:00:00;4015
2017-05-01T02:00:00Z;2017-05-01T04:00:00;5108
2017-05-01T03:00:00Z;2017-05-01T05:00:00;7300
2017-05-01T04:00:00Z;2017-05-01T06:00:00;8983
2017-05-01T05:00:00Z;2017-05-01T07:00:00;8763
2017-05-01T06:00:00Z;2017-05-01T08:00:00;8244
2017-05-01T07:00:00Z;2017-05-01T09:00:00;7650
2017-05-01T08:00:00Z;2017-05-01T10:00:00;7138
2017-05-01T09:00:00Z;2017-05-01T11:00:00;6728
2017-05-01T10:00:00Z;2017-05-01T12:00:00;6528
2017-05-01T11:00:00Z;2017-05-01T13:00:00;6374
2017-05-01T12:00:00Z;2017-05-01T14:00:00;6381
2017-05-01T13:00:00Z;2017-05-01T15:00:00;6498
2017-05-01T14:00:00Z;2017-05-01T16:00:00;6769
2017-05-01T15:00:00Z;2017-05-01T17:00:00;7084
2017-05-01T16:00:00Z;2017-05-01T18:00:00;7303
2017-05-01T17:00:00Z;2017-05-01T19:00:00;7464
2017-05-01T18:00:00Z;2017-05-01T20:00:00;7274
2017-05-01T19:00:00Z;2017-05-01T21:00:00;6603
2017-05-01T20:00:00Z;2017-05-01T22:00:00;5028
2017-05-01T21:00:00Z;2017-05-01T23:00:00;3761
2017-05-01T22:00:00Z;2017-05-02T00:00:00;2879
2017-05-01T23:00:00Z;2017-05-02T01:00:00;2968
2017-05-02T00:00:00Z;2017-05-02T02:00:00;3057
2017-05-02T01:00:00Z;2017-05-02T03:00:00;3431
2017-05-02T02:00:00Z;2017-05-02T04:00:00;4502
2017-05-02T03:00:00Z;2017-05-02T05:00:00;6623
2017-05-02T04:00:00Z;2017-05-02T06:00:00;8033
2017-05-02T05:00:00Z;2017-05-02T07:00:00;7814
2017-05-02T06:00:00Z;2017-05-02T08:00:00;7236
2017-05-02T07:00:00Z;2017-05-02T09:00:00;6691
